Date,Composite,Nominal Dividends,Nominal Earnings,CPI,Total Return,Real Earnings,Real Composite,Real Dividends,Real Total Return
1871-01-01,4.44,0.26,0.4,12.46406116,4.44,10.13037391,112.4471504,6.584743042,112.4471504
1871-02-01,4.5,0.26,0.4,12.84464132,4.521666667,9.830216108,110.5899312,6.38964047,111.1224012
1871-03-01,4.61,0.26,0.4,13.0349719,4.653967284,9.686679877,111.6389856,6.29634192,112.7037281
1871-04-01,4.74,0.26,0.4,12.55922645,4.807080452,10.05361282,119.1353119,6.534848331,120.8213141
1871-05-01,4.86,0.26,0.4,12.27381157,4.950751985,10.28739925,124.9919009,6.686809516,127.3259057
1871-06-01,4.82,0.26,0.4,12.08348099,4.932076308,10.44943921,125.9157424,6.792135484,128.8435789
1871-07-01,4.73,0.26,0.4,12.08348099,4.862154065,10.44943921,123.5646186,6.792135484,127.0169583
1871-08-01,4.79,0.26,0.4,11.8932314,4.946102461,10.61659323,127.133704,6.900785601,131.2768948
1871-09-01,4.84,0.26,0.4,12.17864628,5.02010469,10.36778613,125.4502122,6.739060985,130.1184295
1871-10-01,4.59,0.26,0.4,12.36889587,4.783274682,10.20831619,117.1404283,6.635405525,122.072951
1871-11-01,4.64,0.26,0.4,12.36889587,4.857959073,10.20831619,118.4164678,6.635405525,123.9789557
1871-12-01,4.74,0.26,0.4,12.65439174,4.985340902,9.97800626,118.2393742,6.485704069,124.3594068
1872-01-01,4.86,0.2633,0.4025,12.65439174,5.134629424,10.0403688,121.2327761,6.568022621,128.0834113
1872-02-01,4.88,0.2667,0.405,12.65439174,5.179240479,10.10273134,121.7316764,6.652835674,129.1962348
1872-03-01,5.04,0.27,0.4075,12.84464132,5.372931337,10.01453266,123.860723,6.635395873,132.0426904
1872-04-01,5.18,0.2733,0.41,13.13013719,5.546458897,9.856884062,124.5333157,6.570454669,133.3434202
1872-05-01,5.18,0.2767,0.4125,13.13013719,5.571148491,9.916987014,124.5333157,6.652194683,133.9369872
1872-06-01,5.13,0.28,0.415,13.0349719,5.54246819,10.04993037,124.2316694,6.780675914,134.2202877
1872-07-01,5.1,0.2833,0.4175,12.84464132,5.535562613,10.26028806,125.3352554,6.962250558,136.0394419
1872-08-01,5.04,0.2867,0.42,12.93980661,5.496370468,10.24581619,122.9497942,6.993989287,134.0828607
1872-09-01,4.95,0.29,0.4225,13.0349719,5.424575946,10.23155562,119.8726635,7.022842911,131.3653266
1872-10-01,4.97,0.2933,0.425,12.74947603,5.47327841,10.52256577,123.052122,7.261808327,135.5127812
1872-11-01,4.95,0.2967,0.4275,13.13013719,5.478481879,10.27760472,119.0038442,7.133018296,131.7091725
1872-12-01,5.07,0.3,0.43,12.93980661,5.638962661,10.48976419,123.6816382,7.318440132,137.5613688
1873-01-01,5.11,0.3025,0.4325,12.93980661,5.711488767,10.55075119,124.6574303,7.379427133,139.3306287
1873-02-01,5.15,0.305,0.435,13.22522149,5.78460551,10.38272517,122.9219186,7.279841784,138.0688947
1873-03-01,5.11,0.3075,0.4375,13.22522149,5.76845916,10.442396,121.9671853,7.339512618,137.6835083
1873-04-01,5.04,0.31,0.44,13.22522149,5.71860131,10.50206684,120.2964019,7.399183452,136.4934845
1873-05-01,5.05,0.3125,0.4425,12.93980661,5.759495739,10.7946992,123.1937422,7.623375138,140.5017492
1873-06-01,4.98,0.315,0.445,12.55922645,5.709599117,11.18464426,125.1674796,7.917220093,143.5052472
1873-07-01,4.97,0.3175,0.4475,12.55922645,5.728468693,11.24747934,124.9161392,7.980055173,143.9795157
1873-08-01,4.97,0.32,0.45,12.55922645,5.759204943,11.31031442,124.9161392,8.042890253,144.7520416
1873-09-01,4.59,0.3225,0.4525,12.55922645,5.3500059,11.3731495,115.3652071,8.105725333,134.4672197
1873-10-01,4.19,0.325,0.455,12.27381157,4.915342203,11.70191665,107.7605072,8.358511895,126.4152193
1873-11-01,4.04,0.3275,0.4575,11.8932314,4.7713915,12.14272851,107.2275917,8.69233571,126.6398068
1873-12-01,4.42,0.33,0.46,12.17864628,5.252664281,11.92295405,114.5640368,8.553423558,136.1462497
1874-01-01,4.66,0.33,0.46,12.36889587,5.570557424,11.73956362,118.9268836,8.421860859,142.1650289
1874-02-01,4.8,0.33,0.46,12.36889587,5.770786688,11.73956362,122.4997943,8.421860859,147.275038
1874-03-01,4.73,0.33,0.46,12.36889587,5.719691181,11.73956362,120.713339,8.421860859,145.9710403
1874-04-01,4.6,0.33,0.46,12.17864628,5.595744385,11.92295405,119.2295405,8.553423558,145.0387026
1874-05-01,4.48,0.33,0.46,12.08348099,5.483221264,12.01685509,117.0337191,8.620787345,143.2414681
1874-06-01,4.46,0.33,0.46,11.79806612,5.492400764,12.30756283,119.3298483,8.829338549,146.9523206
1874-07-01,4.46,0.33,0.46,11.8932314,5.526266464,12.20908222,118.3750145,8.758689417,146.6753079
1874-08-01,4.47,0.33,0.46,11.79806612,5.572731709,12.30756283,119.597404,8.829338549,149.1016209
1874-09-01,4.54,0.33,0.46,11.79806612,5.694284581,12.30756283,121.470294,8.829338549,152.3538375
1874-10-01,4.53,0.33,0.46,11.60773554,5.716233916,12.50936839,123.1900843,8.974112103,155.4488605
1874-11-01,4.57,0.33,0.46,11.51265124,5.801409587,12.61268469,125.3042805,9.048230319,159.0681519
1874-12-01,4.54,0.33,0.46,11.51265124,5.79823595,12.61268469,124.4817141,9.048230319,158.9811343
1875-01-01,4.54,0.3275,0.4517,11.51265124,5.833091351,12.38510798,124.4817141,8.979683119,159.9368303
1875-02-01,4.53,0.325,0.4433,11.51265124,5.855040392,12.15478939,124.2075253,8.91113592,160.5386485
1875-03-01,4.59,0.3225,0.435,11.51265124,5.967326624,11.92721269,125.8526581,8.842588721,163.6174112
1875-04-01,4.65,0.32,0.4267,11.60773554,6.079999458,11.60379889,126.4533978,8.702169312,165.3412022
1875-05-01,4.47,0.3175,0.4183,11.32232066,5.879239619,11.66211903,124.622692,8.851835503,163.9120063
1875-06-01,4.38,0.315,0.41,11.13207107,5.795391403,11.62607022,124.2004575,8.932224684,164.3356767
1875-07-01,4.39,0.3125,0.4017,11.13207107,5.843079888,11.39071319,124.4840202,8.861334012,165.6879442
1875-08-01,4.41,0.31,0.3933,11.22715537,5.90408395,11.05806833,123.9920705,8.715995885,165.9999078
1875-09-01,4.37,0.3075,0.385,11.13207107,5.884838778,10.9171635,123.9168948,8.719552668,166.8720705
1875-10-01,4.3,0.305,0.3767,11.13207107,5.824800854,10.68180647,121.931956,8.648661996,165.1696189
1875-11-01,4.37,0.3025,0.3683,11.03690579,5.953770524,10.53366346,124.9853633,8.651732815,170.2824192
1875-12-01,4.37,0.3,0.36,10.9417405,5.987830996,10.38582847,126.0724178,8.654857059,172.7460712
1876-01-01,4.46,0.3,0.3533,10.84657521,6.145405496,10.28196357,129.7977853,8.730792731,178.8475388
1876-02-01,4.52,0.3,0.3467,10.84657521,6.262526453,10.08988613,131.5439438,8.730792731,182.2560681
1876-03-01,4.51,0.3,0.34,10.84657521,6.283309173,9.894898428,131.2529174,8.730792731,182.8609002
1876-04-01,4.34,0.3,0.3333,10.75149091,6.081295907,9.785695033,127.4224916,8.808006331,178.5469762
1876-05-01,4.18,0.3,0.3267,10.37091074,5.892131173,9.943912486,127.2285099,9.13123277,179.3414042
1876-06-01,4.15,0.3,0.32,10.08541488,5.885083169,10.01569903,129.8910968,9.389717838,184.197568
1876-07-01,4.1,0.3,0.3133,10.08541488,5.849630861,9.805995329,128.3261438,9.389717838,183.0879441
1876-08-01,3.93,0.3,0.3067,10.18058017,5.642753672,9.509688759,121.8554836,9.301945313,174.9619536
1876-09-01,3.69,0.3,0.3,10.27574545,5.334053407,9.215798548,113.3543221,9.215798548,163.8585388
1876-10-01,3.67,0.3,0.2933,10.46599504,5.341281122,8.84619674,110.6905627,9.048274879,161.0979326
1876-11-01,3.6,0.3,0.2867,10.56116033,5.275788574,8.569216447,107.6009041,8.966742009,157.6887835
1876-12-01,3.58,0.3,0.28,10.75149091,5.283116058,8.220805909,105.1088755,8.808006331,155.112399
1877-01-01,3.55,0.2908,0.2817,10.9417405,5.274606011,8.126910778,102.4158085,8.389441442,152.1698702
1877-02-01,3.34,0.2817,0.2833,10.65632562,4.997466325,8.391974344,98.93820793,8.344578795,148.0360366
1877-03-01,3.17,0.2725,0.285,10.18058017,4.777081551,8.836848048,98.29055548,8.449266993,148.1205045
1877-04-01,2.94,0.2633,0.2867,10.46599504,4.46354476,8.647134692,88.67309381,7.941369252,134.6245998
1877-05-01,2.94,0.2542,0.2883,10.65632562,4.495705562,8.540085433,87.08932076,7.529967801,133.17277
1877-06-01,2.73,0.245,0.29,10.08541488,4.205803914,9.076727243,85.44643232,7.668269568,131.6377068
1877-07-01,2.85,0.2358,0.2917,10.18058017,4.42094696,9.044591493,88.36848048,7.311329016,137.0780229
1877-08-01,3.05,0.2267,0.2933,9.8,4.760493784,9.447372571,98.24236735,7.302145796,153.3384194
1877-09-01,3.24,0.2175,0.295,9.704834711,5.085338954,9.595308192,105.3857578,7.074506887,165.408117
1877-10-01,3.31,0.2083,0.2967,9.704834711,5.222452144,9.650603188,107.6626106,6.775263377,169.8679249
1877-11-01,3.26,0.1992,0.2983,9.514585124,5.169754289,9.8966555,108.1565435,6.608829285,171.5161824
1877-12-01,3.25,0.19,0.3,9.514585124,5.179004871,9.953056152,107.824775,6.303602229,171.8230876
1878-01-01,3.25,0.1892,0.3008,9.229089256,5.204129685,10.28830999,111.1602642,6.471237534,177.997671
1878-02-01,3.18,0.1883,0.3017,9.134004959,5.117167343,10.42651381,109.8982894,6.507499335,176.8452633
1878-03-01,3.24,0.1875,0.3025,8.94367438,5.238860985,10.67663646,114.3547178,6.617749874,184.9038487
1878-04-01,3.33,0.1867,0.3033,8.848509091,5.409541674,10.82000258,118.7952806,6.660384048,192.9813877
1878-05-01,3.34,0.1858,0.3042,8.563094215,5.450939018,11.21381902,123.1234567,6.849203072,200.939657
1878-06-01,3.41,0.185,0.305,8.372844628,5.590340527,11.49878259,128.5601594,6.974671404,210.7610174
1878-07-01,3.48,0.1842,0.3058,8.467928926,5.73026298,11.39948765,129.7260203,6.866532455,213.6104057
1878-08-01,3.45,0.1833,0.3067,8.563094215,5.706016393,11.3059773,127.1784209,6.757044796,210.3426534
1878-09-01,3.52,0.1825,0.3075,8.563094215,5.846943972,11.33546795,129.7588526,6.727554147,215.5377105
1878-10-01,3.48,0.1817,0.3083,8.467928926,5.805652699,11.49268163,129.7260203,6.773338475,216.4207529
1878-11-01,3.47,0.1808,0.3092,8.372844628,5.814105373,11.65712648,130.822215,6.816327513,219.1971594
1878-12-01,3.45,0.18,0.31,8.18251405,5.8057277,11.95914109,133.093667,6.944017407,223.9726345
1879-01-01,3.58,0.1817,0.3158,8.277679339,6.049974944,12.04283074,136.5210071,6.929013127,230.7119197
1879-02-01,3.71,0.1833,0.3217,8.372844628,6.295480562,12.12838806,139.8704374,6.910579829,237.34545
1879-03-01,3.65,0.185,0.3275,8.277679339,6.219827325,12.48900275,139.1904123,7.054856513,237.1891314
1879-04-01,3.77,0.1867,0.3333,8.18251405,6.450827168,12.85800557,145.4385868,7.202489167,248.8592008
1879-05-01,3.94,0.1883,0.3392,8.18251405,6.768563202,13.08561503,151.9968255,7.264213766,261.1167816
1879-06-01,3.96,0.19,0.345,8.087381157,6.830121623,13.46592647,154.5654169,7.416017477,266.5910596
1879-07-01,4.04,0.1917,0.3508,8.18251405,6.99565721,13.53311837,155.8546129,7.395378539,269.8775858
1879-08-01,4.07,0.1933,0.3567,8.18251405,7.075498322,13.76072783,157.0119492,7.457103138,272.9576862
1879-09-01,4.22,0.195,0.3625,8.467928926,7.364515913,13.51312712,157.3114384,7.269130449,274.5314199
1879-10-01,4.68,0.1967,0.3683,8.94367438,8.195888902,12.99902549,165.1790369,6.942460801,289.2711613
1879-11-01,4.93,0.1983,0.3742,9.419419835,8.662643023,12.54020639,165.2143707,6.645438073,290.3028632
1879-12-01,4.92,0.2,0.38,9.704834711,8.674357213,12.36005801,160.0302248,6.505293689,282.1462062
1880-01-01,5.11,0.205,0.3892,9.990330579,9.039461848,12.29753388,161.4604269,6.477375247,285.6194459
1880-02-01,5.2,0.21,0.3983,9.990330579,9.229626652,12.58506615,164.3041526,6.635360009,291.6280742
1880-03-01,5.3,0.215,0.4075,10.08541488,9.438920269,12.75436673,165.8850151,6.729297784,295.4293267
1880-04-01,5.18,0.22,0.4167,9.704834711,9.25785922,13.5537794,168.4871065,7.155823058,301.1254658
1880-05-01,4.77,0.225,0.4258,9.419419835,8.558604892,14.26942779,159.8524438,7.540209614,286.8163328
1880-06-01,4.79,0.23,0.435,9.229089256,8.62887995,14.87837382,163.8331278,7.866726389,295.1349461
1880-07-01,5.01,0.235,0.4442,9.229089256,9.060474067,15.19304288,171.3578227,8.03774218,309.896828
1880-08-01,5.19,0.24,0.4533,9.229089256,9.422169638,15.50429162,177.5143911,8.208757972,322.2679589
1880-09-01,5.18,0.245,0.4625,9.324254545,9.441080544,15.65750906,175.3641015,8.294248042,319.619036
1880-10-01,5.33,0.25,0.4717,9.324254545,9.752441791,15.96896654,180.4422125,8.46351841,330.1598826
1880-11-01,5.61,0.255,0.4808,9.419419835,10.30364687,16.11259014,188.0025597,8.545570896,345.2962543
1880-12-01,5.84,0.26,0.49,9.514585124,10.76587227,16.25665838,193.7528264,8.625981998,357.1777707
1881-01-01,6.19,0.265,0.4858,9.419419835,11.45179721,16.28015036,207.4395445,8.880691323,383.7731173
1881-02-01,6.17,0.27,0.4817,9.514585124,11.45642233,15.98129049,204.7011882,8.957750537,380.088049
1881-03-01,6.24,0.275,0.4775,9.514585124,11.62894949,15.84194771,207.023568,9.123634806,385.8119574
1881-04-01,6.22,0.28,0.4733,9.609669421,11.63516153,15.54723317,204.318171,9.197602553,382.1985407
1881-05-01,6.5,0.285,0.4692,9.514585124,12.20335772,15.56657982,215.64955,9.455403344,404.8690155
1881-06-01,6.58,0.29,0.465,9.514585124,12.39892435,15.42723704,218.3036983,9.621287613,411.3573011
1881-07-01,6.35,0.295,0.4608,9.609669421,12.01185054,15.13662592,208.5884865,9.690331261,394.5722399
1881-08-01,6.2,0.3,0.4567,9.8,11.77539679,14.71058661,199.7057959,9.663183673,379.2927399
1881-09-01,6.25,0.305,0.4525,10.18058017,11.91863246,14.03043418,193.7905274,9.456977735,369.5548912
1881-10-01,6.15,0.31,0.4483,10.27574545,11.77719802,13.77147496,188.9238702,9.522991833,361.7876148
1881-11-01,6.19,0.315,0.4442,10.18058017,11.90406621,13.77308036,191.9301383,9.767042579,369.103243
1881-12-01,6.01,0.32,0.44,10.18058017,11.60918897,13.64285313,186.3489711,9.922075001,359.9601363
1882-01-01,5.92,0.32,0.4392,10.18058017,11.48685142,13.61804794,183.5583875,9.922075001,356.1668792
1882-02-01,5.79,0.32,0.4383,10.27574545,11.28634895,13.46428168,177.864912,9.830185118,346.7090608
1882-03-01,5.78,0.32,0.4375,10.27574545,11.318837,13.43970622,177.5577187,9.830185118,347.707072
1882-04-01,5.78,0.32,0.4367,10.37091074,11.3710577,13.29203117,175.928418,9.739981621,346.1059157
1882-05-01,5.71,0.32,0.4358,10.46599504,11.28580756,13.14412731,172.2188319,9.651493204,340.3902967
1882-06-01,5.68,0.32,0.435,10.56116033,11.27921923,13.00177591,169.7703154,9.56452481,337.1261629
1882-07-01,6.0,0.32,0.4342,10.46599504,11.96762228,13.09586984,180.9654976,9.651493204,360.9544534
1882-08-01,6.18,0.32,0.4333,10.56116033,12.37984038,12.95096438,184.7148854,9.56452481,370.0227827
1882-09-01,6.24,0.32,0.4325,10.27574545,12.55345195,13.28610957,191.6886098,9.830185118,385.6336142
1882-10-01,6.07,0.32,0.4317,10.18058017,12.26509808,13.38549931,188.2093602,9.922075001,380.2975722
1882-11-01,5.81,0.32,0.4308,10.08541488,11.7936226,13.48363482,181.8475355,10.01569903,369.1292949
1882-12-01,5.84,0.32,0.43,9.990330579,11.90864932,13.58668954,184.5262022,10.11102478,376.2770261
1883-01-01,5.81,0.3208,0.4275,9.990330579,11.90198809,13.50769716,183.5782936,10.13630234,376.0665515
1883-02-01,5.68,0.3217,0.425,10.08541488,11.69059636,13.30210027,177.7786577,10.06890743,365.9046704
1883-03-01,5.75,0.3225,0.4225,9.990330579,11.88998483,13.3497124,181.6824764,10.19001716,375.6872849
1883-04-01,5.87,0.3233,0.42,9.895165289,12.19383425,13.39834921,187.2578806,10.31353881,388.9934511
1883-05-01,5.77,0.3242,0.4175,9.8,12.04222494,13.44793061,185.8552327,10.44268049,387.887438
1883-06-01,5.82,0.325,0.415,9.514585124,12.20310099,13.76839434,193.0892893,10.7824775,404.860498
1883-07-01,5.73,0.3258,0.4125,9.324254545,12.07132008,13.96480538,193.983842,11.02965719,408.663359
1883-08-01,5.47,0.3267,0.41,9.324254545,11.58093587,13.88017019,185.1817828,11.06012586,392.0618558
1883-09-01,5.53,0.3275,0.4075,9.229089256,11.76574742,13.93778697,189.1434649,11.20153432,402.4257207
1883-10-01,5.38,0.3283,0.405,9.229089256,11.50481237,13.85227908,184.0129912,11.22889684,393.5009176
1883-11-01,5.46,0.3292,0.4025,9.134004959,11.73455221,13.91008222,188.6932893,11.37689209,405.5368597
1883-12-01,5.34,0.33,0.4,9.229089256,11.53575256,13.68126329,182.6448649,11.28704221,394.5591699
1884-01-01,5.18,0.3283,0.3925,9.229089256,11.24921296,13.4247396,177.1723596,11.22889684,384.7586107
1884-02-01,5.32,0.3267,0.385,9.229089256,11.61236926,13.16821591,181.9608017,11.17417179,397.1797031
1884-03-01,5.3,0.325,0.3775,9.229089256,11.62783059,12.91169223,181.2767385,11.11602642,397.7085295
1884-04-01,5.06,0.3233,0.37,9.038839669,11.16039546,12.92153465,176.7107171,11.29062744,389.7552342
1884-05-01,4.65,0.3217,0.3625,8.848509091,10.31522342,12.93191868,165.8853017,11.47640894,367.9879459
1884-06-01,4.46,0.32,0.355,8.848509091,9.952896573,12.66436174,159.1071926,11.4157627,355.0622044
1884-07-01,4.46,0.3183,0.3475,8.753424793,10.01208953,12.53146541,160.8354985,11.4784617,361.0536794
1884-08-01,4.74,0.3167,0.34,8.753424793,10.69989688,12.26100213,170.9327943,11.42076286,385.8572307
1884-09-01,4.59,0.315,0.3325,8.658259504,10.42054831,12.12233012,167.3428429,11.48431275,379.9137644
1884-10-01,4.44,0.3133,0.325,8.563094215,10.13928053,11.98057588,163.6730982,11.54927515,373.7674454
1884-11-01,4.35,0.3117,0.3175,8.372844628,9.993071649,11.97004417,163.9990303,11.75137879,376.7480599
1884-12-01,4.34,0.31,0.31,8.277679339,10.0294449,11.82165145,165.5031204,11.82165145,382.4664577
1885-01-01,4.24,0.3042,0.3067,8.277679339,9.856933824,11.69580807,161.6896844,11.60047217,375.8878583
1885-02-01,4.37,0.2983,0.3033,8.372844628,10.21694051,11.43469101,164.7530488,11.24618638,385.1881233
1885-03-01,4.38,0.2925,0.3,8.18251405,10.29730832,11.57336235,168.9710902,11.28402829,397.2482679
1885-04-01,4.37,0.2867,0.2967,8.277679339,10.3299674,11.31446447,166.6471512,10.93312088,393.9266908
1885-05-01,4.32,0.2808,0.2933,8.087381157,10.26708934,11.44798908,168.6168184,10.9600932,400.7416524
1885-06-01,4.3,0.275,0.29,7.897091074,10.27402121,11.59193419,171.8804035,10.99235138,410.6750954
1885-07-01,4.46,0.2692,0.2867,7.992232066,10.7099105,11.32360373,176.1537238,10.63241759,423.0023801
1885-08-01,4.71,0.2633,0.2833,7.992232066,11.36293088,11.18931613,186.0278115,10.39938912,448.7943022
1885-09-01,4.65,0.2575,0.28,7.897091074,11.26994865,11.19221232,185.8706689,10.29283811,450.4844933
1885-10-01,4.92,0.2517,0.2767,7.897091074,11.97516872,11.0603041,196.6631593,10.06099943,478.6736815
1885-11-01,5.24,0.2458,0.2733,7.992232066,12.80389745,10.79435263,206.9608773,9.708202985,505.7072231
1885-12-01,5.2,0.24,0.27,8.18251405,12.75502761,10.41602611,200.6049473,9.258689877,492.0618542
1886-01-01,5.2,0.2383,0.275,7.992232066,12.80373792,10.86149642,205.3810233,9.411980355,505.7009221
1886-02-01,5.3,0.2367,0.28,7.992232066,13.09853167,11.05897818,209.3306583,9.348786194,517.3441996
1886-03-01,5.19,0.235,0.285,7.897091074,12.87507402,11.39207325,207.4556498,9.39346391,514.6448643
1886-04-01,5.12,0.2333,0.29,7.801941983,12.74965161,11.73330437,207.1535117,9.439241071,515.8467001
1886-05-01,5.02,0.2317,0.295,7.611651901,12.54871594,12.23399089,208.1852009,9.608866742,520.4097507
1886-06-01,5.25,0.23,0.3,7.51650281,13.17156887,12.59883784,220.4796621,9.659109008,553.1548676
1886-07-01,5.33,0.2283,0.305,7.611651901,13.42000975,12.64870244,221.0412591,9.467864813,556.5433118
1886-08-01,5.37,0.2267,0.31,7.706792893,13.56828869,12.69734913,219.9508542,9.285448538,555.7461242
1886-09-01,5.51,0.225,0.315,7.706792893,13.96939964,12.90214508,225.6851409,9.215817914,572.1753043
1886-10-01,5.65,0.2233,0.32,7.706792893,14.37151638,13.10694103,231.4194276,9.146187289,588.6456803
1886-11-01,5.79,0.2217,0.325,7.706792893,14.77461833,13.31173699,237.1537143,9.080652584,605.1564102
1886-12-01,5.64,0.22,0.33,7.801941983,14.43863824,13.35169118,228.1925403,8.901127457,584.1825421
1887-01-01,5.58,0.2225,0.3325,7.992232066,14.33250315,13.13253658,220.3896365,8.787938015,566.08157
1887-02-01,5.54,0.225,0.335,8.087381157,14.27792149,13.07560976,216.2354569,8.782125959,557.2911331
1887-03-01,5.67,0.2275,0.3375,8.087381157,14.66182318,13.17318894,221.3095742,8.879705136,572.2754577
1887-04-01,5.8,0.23,0.34,8.087381157,15.04754722,13.27076812,226.3836914,8.977284314,587.3309114
1887-05-01,5.9,0.2325,0.3425,8.087381157,15.35725428,13.36834729,230.2868585,9.074863491,599.4192954
1887-06-01,5.73,0.235,0.345,7.992232066,14.96573106,13.62624097,226.3140891,9.281642398,591.0917614
1887-07-01,5.59,0.2375,0.3475,7.897091074,14.65176848,13.89033493,223.4445245,9.493394377,585.6632274
1887-08-01,5.45,0.24,0.35,7.992232066,14.33724035,13.82372272,215.2551109,9.479124151,566.2686721
1887-09-01,5.38,0.2425,0.3525,7.897091074,14.2062541,14.09019587,215.0503653,9.693255312,567.8550433
1887-10-01,5.2,0.245,0.355,7.992232066,13.78486351,14.02120447,205.3810233,9.676605905,544.4518025
1887-11-01,5.3,0.2475,0.3575,8.087381157,14.10463258,13.95382236,206.8678559,9.660338555,550.5273773
1887-12-01,5.27,0.25,0.36,8.277679339,14.08023777,13.72836943,200.9680747,9.533589883,536.9408495
1888-01-01,5.31,0.2483,0.3517,8.372844628,14.24239206,13.25941585,200.1919198,9.361140052,536.9513764
1888-02-01,5.28,0.2467,0.3433,8.277679339,14.21706778,13.09152563,201.3494183,9.407746496,542.1587743
1888-03-01,5.08,0.245,0.335,8.277679339,13.73351694,12.77501044,193.7225464,9.342918085,523.7188728
1888-04-01,5.1,0.2433,0.3267,8.18251405,13.84239832,12.60339159,196.7471599,9.385996862,534.010305
1888-05-01,5.17,0.2417,0.3183,8.087381157,14.08706045,12.42378086,201.7937387,9.433954864,549.8415078
1888-06-01,5.01,0.24,0.31,7.992232066,13.70559266,12.2438687,197.8767167,9.479124151,541.3208934
1888-07-01,5.14,0.2383,0.3017,8.087381157,14.1155522,11.77585512,200.6227886,9.301247182,550.9535883
1888-08-01,5.25,0.2367,0.2933,8.087381157,14.47180512,11.44798908,204.9162724,9.238796509,564.8587351
1888-09-01,5.38,0.235,0.285,8.087381157,14.88413671,11.12402621,209.9903896,9.172442668,580.952726
1888-10-01,5.35,0.2333,0.2767,8.18251405,14.85492636,10.67449787,206.3916285,9.000218118,573.0714846
1888-11-01,5.24,0.2317,0.2683,8.277679339,14.6031099,10.23144866,199.8240439,8.835731103,556.8802434
1888-12-01,5.14,0.23,0.26,8.277679339,14.37783928,9.914933478,196.010608,8.770902692,548.2896925
1889-01-01,5.24,0.2292,0.2633,7.992232066,14.71099116,10.39938912,206.9608773,9.052563565,581.0304651
1889-02-01,5.3,0.2283,0.2667,7.897091074,14.93284919,10.66058223,211.8525903,9.125650258,596.8986382
1889-03-01,5.19,0.2275,0.27,7.801941983,14.67633759,10.92411097,209.9856886,9.204574984,593.7997796
1889-04-01,5.18,0.2267,0.2733,7.801941983,14.70148154,11.05762788,209.5810919,9.172207247,594.8170956
1889-05-01,5.32,0.2258,0.2767,7.611651901,15.15222291,11.47506874,220.6265475,9.364186924,628.3801934
1889-06-01,5.41,0.225,0.28,7.611651901,15.46196055,11.61192355,224.3589515,9.331009999,641.2253712
1889-07-01,5.3,0.2242,0.2833,7.611651901,15.20097447,11.74877837,219.7971244,9.297833075,630.4019769
1889-08-01,5.37,0.2233,0.2867,7.611651901,15.45511278,11.8897803,222.7001053,9.260509035,640.941386
1889-09-01,5.5,0.2225,0.29,7.706792893,15.88262268,11.87816531,225.275549,9.113419937,650.5393718
1889-10-01,5.4,0.2217,0.2933,7.706792893,15.6471989,12.01333064,221.1796299,9.080652584,640.8966041
1889-11-01,5.35,0.2208,0.2967,7.706792893,15.55563381,12.15259189,219.1316704,9.043789313,637.1461721
1889-12-01,5.32,0.22,0.3,7.801941983,15.52171187,12.13790108,215.2454458,8.901127457,628.003344
1890-01-01,5.38,0.22,0.2992,7.611651901,15.75025838,12.40816974,223.1148169,9.123654222,653.1814151
1890-02-01,5.32,0.22,0.2983,7.611651901,15.62827682,12.3708457,220.6265475,9.123654222,648.1226991
1890-03-01,5.28,0.22,0.2975,7.611651901,15.56462782,12.33766878,218.9677013,9.123654222,645.4831016
1890-04-01,5.39,0.22,0.2967,7.611651901,15.94293475,12.30449185,223.5295284,9.123654222,661.171927
1890-05-01,5.62,0.22,0.2958,7.706792893,16.67747318,12.11572862,230.1906519,9.01102196,683.0958048
1890-06-01,5.58,0.22,0.295,7.706792893,16.61317687,12.08296126,228.5522843,9.01102196,680.4622801
1890-07-01,5.54,0.22,0.2942,7.706792893,16.54866931,12.05019391,226.9139166,9.01102196,677.8201028
1890-08-01,5.41,0.22,0.2933,7.992232066,16.21510709,11.58427964,213.6752569,8.689197139,640.437555
1890-09-01,5.32,0.22,0.2925,8.087381157,16.00030437,11.41676375,207.6484893,8.586967604,624.5186151
1890-10-01,5.08,0.22,0.2917,8.087381157,15.33362503,11.38553841,198.2808883,8.586967604,598.4970062
1890-11-01,4.71,0.22,0.2908,7.897091074,14.27214377,11.62391194,188.2690001,8.793881108,570.4887974
1890-12-01,4.6,0.22,0.29,7.897091074,13.99437734,11.59193419,183.8720595,8.793881108,559.3858661
1891-01-01,4.84,0.22,0.2942,7.801941983,14.78029346,11.90323499,195.824804,8.901127457,598.0057998
1891-02-01,4.9,0.22,0.2983,7.897091074,15.0195062,11.92370334,195.8637156,8.793881108,600.3625083
1891-03-01,4.81,0.22,0.3025,7.992232066,14.79983315,11.94764607,189.9774465,8.689197139,584.5393995
1891-04-01,4.97,0.22,0.3067,8.087381157,15.34854491,11.97101347,193.9874045,8.586967604,599.0793544
1891-05-01,4.95,0.22,0.3108,7.992232066,15.34339785,12.27546578,195.5069356,8.689197139,606.0082214
1891-06-01,4.85,0.22,0.315,7.801941983,15.09025762,12.74479613,196.2294007,8.901127457,610.5468473
1891-07-01,4.77,0.22,0.3192,7.706792893,14.89838836,13.07417368,195.3753398,9.01102196,610.2259304
1891-08-01,4.93,0.22,0.3233,7.706792893,15.45538611,13.24210636,201.9288103,9.01102196,633.0401074
1891-09-01,5.33,0.22,0.3275,7.611651901,16.7668472,13.58180344,221.0412591,9.123654222,695.3405285
